taxon_no,orig_no,taxon_name,taxon_rank,orig_name,orig_rank,reference_no,in_529,inferred_reason
41335,96678,Otariidae,tribe,Otariina,tribe,24556,no,spelling variant (correction/misspelling)
44439,45935,Barbouromeryx parvus,species,Dromomeryx parvus,species,6222,yes,recombination
44781,46032,Calomys arizonae,species,Eligmodontia arizonae,species,30191,yes,recombination
44859,52684,Canis littoralis,species,Vulpes littoralis,species,6221,yes,recombination
45071,47156,Choeropotamus americanus,species,Hyopotamus americanus,species,2711,yes,recombination
45324,48284,Cosoryx loxocerus,species,Merycodus loxocerus,species,1566,yes,recombination
45325,48287,Cosoryx nevadensis,species,Merycodus nevadensis,species,57363,yes,recombination
45602,51005,Desmatoclaenus spiekeri,species,Protogonodon spiekeri,species,3485,yes,recombination
46591,46374,Genetochoerus dickinsonensis,species,Eucrotaphus dickinsonensis,species,56847,yes,recombination
46711,48678,Goniacodon gaudrianus,species,Mioclaenus gaudrianus,species,7016,yes,recombination
46860,43767,Hemicyon johnhenryi,species,Aelurodon johnhenryi,species,6559,yes,recombination
47228,51024,Hypohippus pachyops,species,Protohippus pachyops,species,53742,yes,recombination
47538,50364,Leptauchenia brevifacies,species,Pithecistes brevifacies,species,37584,no,recombination
47543,46762,Leptauchenia eiselyi,species,Hadroleptauchenia eiseleyi,species,3069,yes,unclear (multiple changes)
47552,51171,Leptauchenia orellaensis,species,Pseudocyclopidius orellaensis,species,3069,yes,recombination
48199,51030,Merychippus profectus,species,Protohippus profectus,species,2702,yes,recombination
48719,44059,Miohippus exoletum,species,Anchitherium exoletum,species,2712,yes,recombination
48734,44069,Miohippus westoni,species,Anchitherium westoni,species,56837,yes,recombination
48744,50630,Miolabis sternbergi,species,Poebrotherium sternbergii,species,53289,yes,unclear (multiple changes)
49315,46847,Omomys gracilis,species,Hemiacodon gracilis,species,57294,yes,recombination
49326,46261,Onager complicatus,species,Equus complicatus,species,1627,yes,recombination
49400,50021,Oreodontoides marshi,species,Paroreodon marshi,species,3410,yes,recombination
49488,49386,Otionohyus bullatus,species,Oreodon bullatus,species,12636,yes,recombination
49489,46227,Otionohyus cedrensis,species,Eporeodon cedrensis,species,24920,yes,recombination
49490,49390,Otionohyus hybridus,species,Oreodon hybridus,species,3425,yes,recombination
49822,45092,Paradoxodon ruetimeyerianus,species,Chriacus ruetimeyerianus,species,7016,yes,recombination
49870,49393,Paramerycoidodon major,species,Oreodon major,species,3410,yes,recombination
50529,51009,Pliohippus castilli,species,Protohippus castilli,species,3235,yes,recombination
50652,44678,Potamotherium pachycephalus,species,Brachypsalis pachycephalus,species,24204,yes,recombination
51065,50630,Protomeryx sternbergi,species,Poebrotherium sternbergii,species,53289,yes,unclear (multiple changes)
51298,48277,Ramoceros coronatus,species,Merycodus coronatus,species,57364,yes,recombination
51394,47166,Sarcolemur gracilis,species,Hyopsodus gracilis,species,59129,yes,recombination
52231,52220,Texoceros conklingi,species,Tetrameryx conklingi,species,6222,yes,recombination
52235,52225,Texoceros onusrosagris,species,Tetrameryx onusrosagris,species,6222,yes,recombination
52262,49644,Thinohyus subaequans,species,Palaeochoerus subaequans,species,53291,yes,recombination
52575,47781,Uintatherium furcatus,species,Loxalophodon furcatus,species,53197,yes,recombination
53245,63147,Pakicetidae,subfamily,Pakicetinae,subfamily,11996,no,spelling variant (correction/misspelling)
53413,53410,Eggysodon turgaicus,species,Epiaceratherium turgaicum,species,8399,yes,unclear (multiple changes)
54056,54055,Prothylacyninae,family,Prothylacynidae,family,8437,no,spelling variant (correction/misspelling)
58064,73856,Euomphalopterus aequilatera,species,Helictes aequilaterus,species,13424,yes,unclear (multiple changes)
59347,114695,Batillariidae,subfamily,Batillariinae,subfamily,7429,no,spelling variant (correction/misspelling)
63602,53253,Kekenodontidae,subfamily,Kekenodontinae,subfamily,12039,no,spelling variant (correction/misspelling)
64127,63951,Preaulophyseter gaulichensis,species,Preaulophyseter gualichensis,species,12454,yes,unclear (multiple changes)
64489,64488,Eschrichtius robusta,species,Balaenoptera robusta,species,13984,no,recombination
64668,53143,Kampholophus serrulus,species,Kampholophos serrulus,species,4176,yes,recombination
66551,68153,Limnosaurus transsyvanicus,species,Limnosaurus transsylvanicus,species,32946,yes,unclear (multiple changes)
68474,63981,Eschrichtius prisca,species,Balaena prisca,species,12329,yes,recombination
69861,68981,Balaenoptera molassicus,species,Balaena molassica,species,27065,yes,unclear (multiple changes)
70051,71455,Melolonthinae,family,Melolonthidae,family,79016,no,spelling variant (correction/misspelling)
70363,217908,Dasytinae,family,Dasytidae,family,39917,yes,spelling variant (correction/misspelling)
70649,69560,Alleculinae,family,Alleculites,family,15464,no,spelling variant (correction/misspelling)
71319,207031,Rhynchitisidae,family,Rhynchitidae,family,60183,no,spelling variant (correction/misspelling)
76760,63253,Kritosaurus incurivmanus,species,Kritosaurus incurvimanus,species,14121,yes,unclear (multiple changes)
77249,77248,Bucaniopsis waterkeynianus,species,Bucania waterkeyniana,species,15439,yes,unclear (multiple changes)
77375,77372,Waagenella munsteri,species,Bellerophon munsteri,species,15850,yes,recombination
77416,57701,Macluritella wanwanensis,species,Helicotoma wanwanensis,species,9042,yes,recombination
77479,65598,Mackinnonia rostratum,species,Mellopegma rostratum,species,13270,yes,recombination
77485,65770,Pycnotrochus septata,species,Isfarispira septata,species,13417,yes,recombination
77700,72655,Teutonophon lineatus,species,Bellerophon lineatus,species,15859,no,recombination
77888,72870,Kokenospira undata,species,Bucaniella undata,species,13884,yes,recombination
78038,73098,Hippocardia gogoensis,species,Conocardium gogoensis,species,15909,yes,recombination
78042,73103,Hippocardia ibergense,species,Conocardium ibergense,species,15752,yes,recombination
78071,73133,Hippocardia reflexum,species,Conocardium reflexum,species,9042,yes,recombination
78072,73137,Hippocardia rhenanum,species,Conocardium rhenanum,species,15752,yes,recombination
78227,73344,Cyrtonella pileolus,species,Cyrtolites pileolus,species,15973,yes,recombination
78501,73803,Holopea variablis,species,Haplospira variablis,species,13884,yes,recombination
78665,74175,Macrochilina hermitei,species,Littorina hermitei,species,9042,yes,recombination
78884,74580,Hypseloconus recurva,species,Metoptoma recurva,species,9042,yes,recombination
78894,74609,Arhouriella thecoides,species,Modiolopsis thecoides,species,13306,yes,recombination
79060,74788,Goniasma rotundata,species,Murchisonia rotundata,species,9042,yes,recombination
79086,74817,Loxoplocus turricula,species,Murchisonia turricula,species,11463,yes,recombination
79110,74843,Macrochilina littonanus,species,Natica littonanus,species,15971,yes,recombination
79202,196385,Straparollina incarinatus,species,Straparollus (Oriostoma) incarinata,species,15911,yes,unclear (multiple changes)
79397,75394,Mourlonia apicalis,species,Pleurotomaria apicalis,species,15980,yes,recombination
79462,75442,Trechmannia conica,species,Pleurotomaria conica,species,16260,yes,recombination
79475,75452,Streptotrochus cycylostoma,species,Pleurotomaria cycylostoma,species,16442,yes,recombination
79546,75506,Oehlertia hebe,species,Pleurotomaria hebe,species,12157,yes,recombination
79547,75506,Glabrocingulum hebe,species,Pleurotomaria hebe,species,12157,yes,recombination
79564,75518,Mourlonia hyphantes,species,Pleurotomaria hyphantes,species,11466,yes,recombination
79571,75522,Raphistoma immatura,species,Pleurotomaria immatura,species,15755,yes,recombination
79912,75962,Climacoraphistoma vaginati,species,Raphistoma vaginati,species,11503,yes,recombination
79985,76164,Macrochilina humilis,species,Soleniscus humilis,species,16762,yes,recombination
80022,76231,Holopea atavus,species,Straparollus atavus,species,9042,yes,recombination
80038,76255,Pachystrophia norvegicus,species,Straparollus norvegicus,species,11503,yes,recombination
80222,76594,Nematotrochus bicarinatus,species,Turbinites bicarinatus,species,13424,yes,recombination
80488,76922,Tryblidium pileolum,species,Triblidium pileolum,species,16451,yes,recombination
81864,67815,Titanocetus sammariensis,species,Aulocetus sammarinensis,species,14541,yes,unclear (multiple changes)
82551,82550,Chaenomya undata,species,Pholadomya undata,species,20608,yes,recombination
82684,67028,Anoplosaurus macromerus,species,Syngonosaurus macrocercus,species,14179,yes,unclear (multiple changes)
83378,83377,Morus atlantica,species,Sula atlantica,species,18140,yes,recombination
84238,36751,Lamacetus,genus,Lomacetus,genus,12756,yes,spelling variant (correction/misspelling)
84637,84639,Cryptograptus tricornis schaeferi,subspecies,Cryptograptus tricornis schaferi,subspecies,52853,yes,unclear (multiple changes)
86128,86127,Portlandella rosa,species,Leda rosa,species,72886,yes,recombination
89465,79371,Cartericardia bohemica,species,Conocardium bohemicum,species,13319,yes,unclear (multiple changes)
91001,82070,Lissodelphis peroni peroni,subspecies,Delphinus peronii,species,19615,yes,rank change
91185,91183,Orobitella floridana,species,Montacuta floridana,species,19419,yes,recombination
91272,91271,Serripes groenlandicus,species,Cardium groenlandicum,species,19419,yes,unclear (multiple changes)
91325,91324,Margarites groenlandicus,species,Trochus groenlandicus,species,19419,no,recombination
91947,60036,Cypraea (Cypraea) isabella,species,Cypraea isabella,species,12782,no,reassignment (subgenus)
92153,92152,Saccostrea cucullata,species,Ostrea cuccullata,species,19418,yes,unclear (multiple changes)
95911,36652,Cetaceae,order,Cetacea,order,16880,yes,spelling variant (correction/misspelling)
96130,75920,Palaeostylus marvinwelleri,species,Pseudozygopleura (Pyrgozyga) marvinwelleri,species,16097,yes,recombination
96175,96174,Onchosaurus (Ischyrhiza) marrocanus,species,Onchosaurus maroccanus,species,23506,yes,unclear (multiple changes)
96448,73648,Oriostoma globosa sculpta,subspecies,Euomphalus sculptus,species,16207,yes,rank change
96523,96521,Platyostoma spirata,species,Nerita spirata,species,16207,yes,recombination
96879,96878,Acila mirabilis,species,Nucula mirabilis,species,19418,no,recombination
103039,103038,Dosinia (Dosinidia) whitneyi,species,Chione whitneyi,species,56757,yes,recombination
103665,103664,Simthurus,genus,Sminthurus,genus,24556,yes,spelling variant (correction/misspelling)
103959,50066,Aletridelphys florencae,species,Pediomys florencae,species,1241,yes,recombination
103960,50061,Aletridelphys clemensi,species,Pediomys clemensi,species,3008,yes,recombination
104411,72723,Waagenella tangentialis,species,Bellerophon tangentialis,species,16260,yes,recombination
105051,94803,Halitherium antiquusm,species,Ischyrotherium antiquum,species,26876,yes,unclear (multiple changes)
105325,3338,Stromatoporoidea,order,Stromatoporoidea,order,6930,no,none (duplicate/homonym)
105977,105973,Zonaria (Prozonaria),subgenus,Prozonaria,genus,25005,yes,rank change
105978,105975,Zonaria (Prozonaria) maxima,species,Cypraea mus maxima,subspecies,25005,yes,rank change
105979,105975,Prozonaria maxima,species,Cypraea mus maxima,subspecies,25005,yes,rank change
107121,90946,Barbatia (Cucullaearca) candida,species,Arca candida,species,19909,yes,recombination
107800,107799,Coronia amica,species,Gemmula amica,species,13236,yes,recombination
108180,108178,Nassarius (Nassarius) vibex,species,Nassa vibex,species,19909,yes,recombination
108465,90944,Arca (Arca) zebra,species,Byssoarca zebra,species,19419,no,recombination
108491,47943,Gomphotherium productus,species,Mastodon productus,species,2705,yes,recombination
109636,53431,Heterosoricidae,subfamily,Heterosoricinae,subfamily,25485,no,spelling variant (correction/misspelling)
109674,109673,Epitonium lamellosum,species,Scalaria lamellosa,species,19909,yes,unclear (multiple changes)
110475,63209,Agorophius pygmaeum,species,Zeuglodon pygmaeus,species,15395,yes,unclear (multiple changes)
110751,72602,Waagenella crassa,species,Bellerophon crassus,species,16179,yes,unclear (multiple changes)
111148,111147,Projenneria ludoviciania,species,Cypraea ludoviciania,species,25532,yes,recombination
112449,93921,Orca (Gladiator) capensis,species,Orca capensis,species,12659,yes,reassignment (subgenus)
112450,102878,Orca (Gladiator) magellanica,species,Orca magellanica,species,24657,yes,reassignment (subgenus)
114525,11586,Genotia (Pseudotoma),subgenus,Pseudotoma,genus,26211,yes,rank change
114845,114844,Zonaria fabagina,species,Cypraea fabagina,species,26214,no,recombination
115849,74241,Eunema sexcarinata,species,Lophospira sexcarinata,species,16339,yes,recombination
117725,117721,Hyposteiromys axiculus,species,Steiromys axiculus,species,54882,yes,recombination
117726,117720,Hyposteiromys nectus,species,Steiromys nectus,species,54882,yes,recombination
121513,121512,Latiastraea kaufmanni,species,Latimeandra kaufmanni,species,9447,yes,recombination
122087,75474,Stenoloron durhamensis,species,Pleurotomaria durhamensis,species,16442,yes,recombination
122097,75598,Stenoloron putillus,species,Pleurotomaria putillus,species,16217,yes,recombination
128375,128374,Liroceras molengraafi,species,Nautilus molengraaffi,species,27636,yes,unclear (multiple changes)
129764,129763,Hypacanthoplites millertianum,species,Ammonites milletianus,species,27793,yes,unclear (multiple changes)
130172,130171,Oxytropidoceras (Manuaniceras) applanatus,species,Oxytropidoceras applanatus,species,27823,yes,reassignment (subgenus)
130173,130169,Oxytropidoceras (Manuaniceras) ornatus,species,Manuaniceras ornatus,species,27823,yes,recombination
130174,130168,Oxytropidoceras (Oxytropidoceras) bravoensis,species,Schloenbachia bravoensis,species,27823,yes,recombination
130536,130535,Cunningtoniceras inermis,species,Ammonites cunningtoni inermis,subspecies,27853,yes,rank change
130569,130567,Spathites (Spathites) chispaensis,species,Spathites chispaensis,species,27857,yes,reassignment (subgenus)
131286,131284,Lytoceras fimbriatus,species,Ammonites fimbriatus,species,19947,yes,recombination
131289,131288,Lytoceras sublimbriatum,species,Ammonites subfimbriatus,species,19947,yes,unclear (multiple changes)
131616,120247,Columactinastrea torallolensis,species,Placocolumastrea torallolensis,species,27990,yes,recombination
132149,132119,Virgatoptychites (Propolyptychites) quadrificus,species,Polyptychites quadrifidus,species,28065,yes,unclear (multiple changes)
132223,132220,Polyptychites (Astieriptychites) astierptychus,species,Astieriptychites astieriptychus,species,28065,yes,unclear (multiple changes)
132343,132340,Natica (Natica) tremarieri,species,Natica tremarici,species,28080,yes,unclear (multiple changes)
132488,132487,Sturtzaster spinosissimus,species,Asterias spinosissima,species,22156,yes,unclear (multiple changes)
132729,132728,Pervinquieria evolutum,species,Inflaticeras evolutum,species,36026,yes,recombination
132750,132749,Nostoceras (Nostoceras) fischeri,species,Nostoceras fisheri,species,63991,yes,unclear (multiple changes)
133624,133369,Grallator palmipes,species,Moyenisauropus palmipes,species,28154,yes,recombination
134757,134756,Megalornis emuinus,species,Lithornis emuinus,species,28336,yes,recombination
135734,135730,Cypraea tripunctata,species,Cypraea europaea tripunctata,subspecies,23858,yes,rank change
136492,109697,Clavatula turricula,species,Murex turricula,species,29091,yes,recombination
138244,38883,Pelycosauria,order,Pelycosauria,order,9273,no,none (duplicate/homonym)
139030,139029,Latiastraea variabilis,species,Microphyllia variabilis,species,28947,yes,recombination
139805,139803,Archimosotipula,genus,Archimesotipula,genus,50682,yes,spelling variant (correction/misspelling)
139987,139910,Mytilus postcarbonicus,species,Myalina postcarbonica,species,12032,yes,unclear (multiple changes)
140819,140720,Flebotomus,genus,Phlebotomus,genus,5070,yes,spelling variant (correction/misspelling)
140847,140846,Ceuthneura,genus,Ceuthoneura,genus,51297,yes,spelling variant (correction/misspelling)
140852,140850,Palalaelimnobia,genus,Palaeolimnobia,genus,51297,yes,spelling variant (correction/misspelling)
141429,141428,Deltocyathus cupuliformis,species,Trochocyathus cupuliformis,species,29108,no,recombination
141546,141545,Latiastraea whitneyi,species,Orbicella whitneyi,species,25181,yes,recombination
141552,141550,Favia conferta,species,Orbicella conferta,species,29068,yes,recombination
141624,67381,Eubrontes (Ornithichnites),subgenus,Ornithichnites,genus,14325,yes,rank change
141710,121530,Leda truncata,species,Nucula truncata,species,59878,yes,recombination
142012,89009,Ostrea (Ostrea) edulis,species,Ostrea edulis,species,19909,yes,reassignment (subgenus)
144538,144537,Desmophyllites gaudana,species,Ammonites gaudama,species,15338,yes,unclear (multiple changes)
146209,146207,Douvilleiceras mamillatum,species,Ammonites mammillatus,species,29795,no,unclear (multiple changes)
146318,146316,Coledium globulina,species,Terebratula globulina,species,42300,yes,recombination
146393,146391,Phlyctiderma soror,species,Lucina soror,species,19909,no,recombination
146935,98723,Arctocephalus (Arctocephalus) australis,species,Otaria australis,species,29727,no,recombination
147281,146853,Pugilina aedicnema,species,Melongena (Pugilina) oedicnema,species,17609,yes,unclear (multiple changes)
147497,147496,Staphylaea granulata,species,Cypraea granulata,species,23858,yes,recombination
148373,138196,Latiastraea minima,species,Latimeandra minima,species,30120,yes,recombination
148583,148582,Montlivaltia vasiformis,species,Caryophyllia vasiformis,species,89939,yes,recombination
151924,151923,Montlivaltia turbinata,species,Anthophyllum turbinatum,species,90512,yes,unclear (multiple changes)
153318,147608,Eggerellinae,family,Eggerellidae,family,30642,no,spelling variant (correction/misspelling)
154785,152310,Latiastraea gironensis,species,Thalamocoenia gironensis,species,19746,yes,recombination
155635,155634,Nerita (Dostia) cuneata,species,Nerita cuneata,species,59878,yes,reassignment (subgenus)
156288,156287,Arene tricarinata,species,Architectonica tricarinata,species,19909,no,recombination
156799,156798,Cotonopsis lafresnayi,species,Columbella lafresnayi,species,19909,yes,recombination
157317,157315,Codakia antillarum,species,Lucina antillarum,species,19909,yes,recombination
161115,161114,Olar buccinator,species,Cygnus buccinator,species,31487,yes,recombination
161465,161464,Latiastraea valfinensis,species,Latimaeandra valfinensis,species,31416,yes,recombination
162701,162697,Ornithocheirus hlavatschi,species,Cretornis hlavatschi,species,55181,yes,recombination
164398,164397,Wattonithyris wuerttembergica,species,Terebratula wurtembergica,species,32227,yes,unclear (multiple changes)
166986,72748,Mackinnonia costata,species,Bemella costata,species,13270,yes,recombination
168048,168047,Gari (Gobraeus) furcata,species,Tellina fucata,species,18663,no,unclear (multiple changes)
168216,168214,Solena novacularis,species,Solen novacula,species,322,yes,unclear (multiple changes)
169298,169297,Janeia solikamica,species,Solemya (Janeia) solikamica,species,27621,yes,recombination
170172,170167,Modestella zlambachensis,species,Trigonia zlambachensis,species,13062,yes,recombination
170226,179328,Mylacridae,subfamily,Mylacridae,subfamily,37755,no,none (duplicate/homonym)
171303,171302,Cimoliasaurus durobrivensis,species,Cimoliosaurus durobrivensis,species,33960,no,recombination
171682,171681,Glyphostoma (Glyphostoma) tridesmia,species,Clathurella (Glyphostoma) tridesmia,species,69611,yes,recombination
171780,91372,Anadara (Cunearca) chemnitzii,species,Arca chemnitzi,species,19419,yes,unclear (multiple changes)
171909,169129,Pecten hindsi,species,Pecten hindsii,species,33050,yes,unclear (multiple changes)
171992,167987,Timoclea squamosa,species,Tapes squamosa,species,19909,yes,recombination
173489,106258,Palaeospheniscus bilocular,species,Chubutodyptes biloculata,species,25175,yes,unclear (multiple changes)
175771,175770,Spiriferellina vercherei,species,Spiriferina vercherei,species,27310,yes,recombination
176021,175582,Artematopodites propinqua,species,Ovivagina propinqua,species,34915,yes,recombination
176525,176524,Cydonocephalus mercurus,species,Cheirurus mercurus,species,35054,yes,recombination
177045,130371,Johndearia magna,species,Ingelarella magna,species,27374,yes,recombination
177063,123893,Geothomasia profunda,species,Ingelarella profunda,species,27372,yes,recombination
177065,177060,Geothomasia symmetrica,species,Ingelarella symmetrica,species,27372,yes,recombination
177067,177066,Johndearia isbelli,species,Ingelarella isbelli,species,27372,yes,recombination
178039,246914,Maeonia morrisi,species,Maeonia morrisii,species,42916,yes,unclear (multiple changes)
179128,96556,Adocus wyomingensis,species,Baptemys wyomingensis,species,30725,yes,recombination
179278,108967,Mixosaurus hectori,species,Ichthyosaurus australis,species,54045,yes,unclear (multiple changes)
179524,176137,Ptyocephalus declevitus,species,Kirkella declevita,species,25414,no,unclear (multiple changes)
179551,177782,Bienvillia papulosus,species,Triarthrus papulosus,species,35229,yes,recombination
179606,179409,Petalura gigantea,species,Aeschna gigantea,species,35209,yes,recombination
179788,72082,Pemphredoninae,family,Pemphredonidae,family,35522,no,spelling variant (correction/misspelling)
179790,179704,Philanthinae,family,Philanthidae,family,12074,yes,spelling variant (correction/misspelling)
179934,176833,Porterfieldia fisheri,species,Triarthrus fischeri,species,35079,yes,unclear (multiple changes)
180097,196540,Archithemistidae,subfamily,Architheminae,subfamily,37357,no,spelling variant (correction/misspelling)
180286,176071,Haglinae,subfamily,Haglidae,family,35209,no,rank change
180902,180901,Tucetona canalis democraciana,subspecies,Glycymeris canalis democraciana,subspecies,17421,yes,recombination
181605,181604,Frechitoides miyagi,species,Beyrichites migayi,species,33466,yes,unclear (multiple changes)
181627,178675,Hodotermitini,tribe,Psammotermitinae,subfamily,35699,no,rank change
183348,133878,Nephilidae,subfamily,Nephilinae,subfamily,35892,no,spelling variant (correction/misspelling)
184654,184653,Neogriffithides sicula,species,Phillipsia sicula,species,15192,yes,recombination
184936,184931,Sphenodiscus belviderensis,species,Ammonites belviderensis,species,36035,yes,recombination
185866,182039,Parhemerobius multistriatus,species,Trichophlebia multostriata,species,35656,yes,unclear (multiple changes)
186004,129364,Inflaticeras (Subschloenbachia),subgenus,Subschloenbachia,genus,36070,yes,rank change
186107,186106,Wentzellophyllum persicum,species,Wentzelella persica,species,48282,yes,unclear (multiple changes)
187097,187096,Dicellonema dicellonematum,species,Bellerophon (Dicellonema) dicellonematum,species,36382,yes,recombination
187953,120569,Euspira muriciformis,species,Ranella muriciformis,species,36423,yes,recombination
187978,43373,Leontinidae,family,Leontiniidae,family,43100,no,spelling variant (correction/misspelling)
187999,42008,Hystrichomorpha,infraorder,Hystricomorpha,infraorder,36444,yes,spelling variant (correction/misspelling)
188018,53700,Octodontotherium grande,species,Octodontotherium grandae,species,8513,yes,unclear (multiple changes)
188250,233799,Triadotypus sodgianus,species,Triadotypus sogdianus,species,8350,yes,unclear (multiple changes)
188371,233799,Reisia sodgianus,species,Triadotypus sogdianus,species,8350,yes,unclear (multiple changes)
188799,188797,Megastrophia walmstedti,species,Strophomena walmstedti,species,36458,yes,recombination
189329,226012,Marathonites pamiricus,species,Marathonites (Almites) pamiricus,species,40569,yes,reassignment (subgenus)
189980,146770,Archaeocyatha,phylum,Archaeocyatha,phylum,36508,no,none (duplicate/homonym)
190636,190634,Tyloplecta sinoindica,species,Productus sinoindicus,species,44776,yes,unclear (multiple changes)
190780,190128,Placenticeras tamulicus,species,Ammonites tamulicus,species,58500,yes,recombination
191410,191408,Jilinmartinia lopingensis,species,Martinia lopingensis,species,27487,yes,recombination
192822,192819,Isfaropteridae,subfamily,Isfaropteridae,family,37163,yes,rank change
193159,137099,Architipulinae,family,Architipulidae,family,35209,no,spelling variant (correction/misspelling)
193990,193989,Dicranoptycha europaeus,species,Stibadocerites europaeus,species,36962,yes,recombination
194356,194354,Astartella guthriensis,species,Astarte guthriensis,species,36975,yes,recombination
195287,195285,Cnemopeltia rimulosum,species,Cnemidium rimulosum,species,15612,yes,recombination
195300,195299,Pyrgochonia acetabulum,species,Tragos acetabulum,species,15612,yes,recombination
196375,197984,Orthophlebioides obscura,species,Orthophlebioides obscurus,species,37408,yes,unclear (multiple changes)
199854,195935,Fieldingiceras fieldingii,species,Ammonites fieldingii,species,8795,yes,recombination
199892,199891,Cicadopsyllidae,subfamily,Cicadopsyllinae,subfamily,37651,no,spelling variant (correction/misspelling)
200055,200054,Watsonulus euganthoides,species,Watsonia eugnathoides,species,37631,yes,unclear (multiple changes)
200077,200075,Wentzellophyllum kinkiense,species,Stylidophyllum kinkiense,species,33672,yes,recombination
200492,200491,Kalotermes pusillus,species,Termes (Eutermes) pusillus,species,37344,yes,recombination
201693,220208,Cephalcia caplani,species,Cephaleia caplani,species,40166,yes,recombination
206044,206043,Neosyringopora multiattenuata,species,Syringopora multattenuata,species,17786,yes,unclear (multiple changes)
206533,86077,Neilonellidae,subfamily,Neilonellidae,family,38358,yes,rank change
207088,176543,Cydninae,subfamily,Cydnides,family,5135,no,rank change
207663,207661,Wentzellophyllum eguchii,species,Stylidophyllum eguchii,species,33773,yes,recombination
207847,207846,Pseudophyllinae,family,Pseudophyllidae,family,70387,yes,spelling variant (correction/misspelling)
211437,255654,Belytinae,family,Belytidae,family,5042,no,spelling variant (correction/misspelling)
213117,222418,Ecnomidae,subfamily,Ecnominae,subfamily,86955,no,spelling variant (correction/misspelling)
213551,213548,Ipidae,subfamily,Ipidae,family,35809,yes,rank change
214380,237851,Termes laxus,species,Termes laxa,species,41866,yes,unclear (multiple changes)
214455,214454,Propalingenia feistmantelia,species,Palingenia feistmanteli,species,35209,yes,unclear (multiple changes)
214542,214541,Archaeoptilus lucazei,species,Archaeoptilus lucasi,species,35209,yes,unclear (multiple changes)
214715,214714,Tegulorhynchia doderleini,species,Rhynchonella doederleini,species,39467,yes,unclear (multiple changes)
216396,216395,Mesoscytina liliputa,species,Olgamartynovia lilliputa,species,50109,yes,unclear (multiple changes)
217558,217557,Aegyptosuchidae,family,Aegyptosuchidae,family,39889,no,none (duplicate/homonym)
220832,218715,Isonychiinae,family,Isonychiidae,family,70383,no,spelling variant (correction/misspelling)
221278,221277,Hemimylacrinae,subfamily,Hemimylacridae,family,50092,no,rank change
221409,202790,Parapsocus fossilis,species,Psocites fossilis,species,38075,yes,recombination
222703,222604,Godavaria meunierii,species,Diplonevra meunieri,species,5895,yes,unclear (multiple changes)
223104,92568,Phasmida,order,Phasmatodea,order,40421,yes,spelling variant (correction/misspelling)
224240,224229,Caliroa mimus,species,Eriocampoides mimus,species,40479,yes,recombination
225340,206854,Aphrophoridae,subfamily,Aphrophorides,family,68204,yes,rank change
227616,179365,Corydiidae,subfamily,Corydiens,subfamily,40725,no,spelling variant (correction/misspelling)
227876,227874,Amberaspinus orientales,species,Aspinus orientalus,species,58024,yes,unclear (multiple changes)
229908,83417,Cygninae,tribe,Cygninini,tribe,40847,no,spelling variant (correction/misspelling)
231098,231097,Rachicerinae,subfamily,Rachiceridae,family,40601,yes,rank change
231321,222028,Camarotoscena anglica,species,Necropsylla anglica,species,37729,yes,recombination
232328,232325,Oxytoma cygnipes,species,Pecten cygnipes,species,41211,yes,recombination
233136,233132,Phylidorea pullchripennis,species,Limnophila (Dactylolabis) pulchripennis,species,45592,yes,unclear (multiple changes)
233230,195006,Dysagrionidae,subfamily,Dysagrioninae,subfamily,37044,no,spelling variant (correction/misspelling)
233472,231118,Ethmiinae,family,Ethmiidae,family,70626,no,spelling variant (correction/misspelling)
233482,134427,Dacnonympha,suborder,Dacnonypha,suborder,41351,yes,spelling variant (correction/misspelling)
233653,104247,Blastocerus bezoarticus,species,Cervus bezoarticus,species,12782,yes,recombination
234359,86342,Bobcaprini,subfamily,Caprinae,subfamily,41458,no,spelling variant (correction/misspelling)
234464,53069,Potoroinae,family,Potoroidae,family,23420,no,spelling variant (correction/misspelling)
234518,236135,Blattina ilfeldensis,species,Spiloblattina ilfeldensis,species,49957,yes,recombination
235694,226560,Melanthripidae,subfamily,Melanothripinae,subfamily,41708,no,spelling variant (correction/misspelling)
236182,255874,Ameghinoia piatnitzkii,species,Ameghinoia piatnitzkyi,species,44403,yes,unclear (multiple changes)
236372,201117,Compsoblatta analglyptica,species,Blattina anaglyptica,species,50019,yes,unclear (multiple changes)
237391,237417,Carcinus fimbriatus,species,Gampsonyx fimbriatus,species,41866,yes,recombination
237824,214336,Goldenbergia schmitzi,species,Dictyoneura schmitzi,species,41866,yes,recombination
237840,214341,Goldenbergia affinis,species,Termes affinis,species,49286,yes,recombination
238091,201286,Blattina wemmetsweilerensis,species,Blattina wemmetsweileriensis,species,37755,yes,unclear (multiple changes)
238427,116711,Zangerlichelys scutumantiquum,species,Trionyx scutumantiquum,species,26380,yes,recombination
239325,240165,Biwaellinae,family,Biwaellidae,family,42086,no,spelling variant (correction/misspelling)
239725,72069,Fusulinida,suborder,Fusilinida,suborder,42124,no,spelling variant (correction/misspelling)
244045,244043,Allolepidotus ruppellii,species,Pholidophorus rueppelli,species,38893,yes,unclear (multiple changes)
244409,62423,Tapetini,subfamily,Tapetinae,subfamily,38358,yes,spelling variant (correction/misspelling)
245064,149466,Discoproptychites septentrionale,species,Meekoceras septentrionale,species,30272,yes,recombination
246331,244535,Abderitidae,unranked clade,Abderitesidae,family,17465,no,rank change
